Statistic Label,Month,Driving Test Categories,Driving Test Centre,UNIT,Pass Rate,Number of Tests
Driving Test Pass Rate,2022 April,Category C (Truck),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Dun Laoghaire / Deansgrange, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Dundalk, Co. Louth",%,65.0,20.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Dungarvan, Co. Waterford",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Ennis, Co. Clare",%,50.0,4.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Finglas, Co. Dublin",%,57.3,86.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Galway (Carnmore), Co. Galway",%,81.5,27.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Gorey, Co. Wexford",%,50.0,2.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,100.0,4.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Killarney, Co. Kerry",%,62.5,9.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Letterkenny, Co. Donegal",%,100.0,9.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Limerick - Castlemungret, Co. Limerick",%,55.6,21.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Longford, Co. Longford",%,58.8,17.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Monaghan, Co. Monaghan",%,100.0,6.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Mullingar, Co. Westmeath",%,100.0,5.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Naas, Co. Kildare",%,67.7,37.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Navan, Co. Meath",%,100.0,1.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Nenagh, Co. Tipperary",%,100.0,4.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Roscommon, Co. Roscommon",%,62.5,8.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Shannon, Co. Clare",%,NaN,3.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Skibbereen, Co. Cork",%,50.0,2.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Sligo, Co. Sligo",%,100.0,12.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Tallaght, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Thurles, Co. Tipperary",%,47.1,18.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Tralee, Co. Kerry",%,63.6,12.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Tuam, Co. Galway",%,60.0,5.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Tullamore, Co. Offaly",%,75.0,14.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Waterford, Co. Waterford",%,75.0,16.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Wexford, Co. Wexford",%,50.0,2.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Wicklow, Co. Wicklow",%,81.8,11.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),All driving test centres,%,50.0,14774.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Athlone, Co. Westmeath",%,53.6,89.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Ballina, Co. Mayo",%,62.4,129.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Birr, Co. Offaly",%,59.2,110.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Birr (County Arms Hotel), Co. Offaly",%,65.5,34.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Buncrana, Co. Donegal",%,50.5,116.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Carlow Talbot Hotel, Co. Carlow",%,37.2,292.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Carrick On Shannon, Co. Leitrim",%,59.7,139.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Castlebar, Co. Mayo",%,57.7,227.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Cavan, Co. Cavan",%,54.3,276.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Charlestown (Dublin), Co. Dublin",%,38.1,145.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Clifden, Co. Galway",%,60.0,10.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Clonmel, Co. Tipperary",%,69.2,167.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Cork (Ballincollig), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,53.9,263.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Cork (Wilton), Co. Cork",%,49.8,720.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Donegal, Co. Donegal",%,65.8,156.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Drogheda, Co. Louth",%,53.8,249.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Dun Laoghaire / Deansgrange, Co. Dublin",%,51.6,792.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Dundalk, Co. Louth",%,49.7,351.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Dungarvan, Co. Waterford",%,52.9,148.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Ennis, Co. Clare",%,58.0,199.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Finglas, Co. Dublin",%,34.1,858.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Galway (Carnmore), Co. Galway",%,52.7,178.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Galway (Westside), Co. Galway",%,48.2,265.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Gorey, Co. Wexford",%,45.9,278.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Kilkenny (Govt Buildings), Co. Kilkenny",%,57.3,163.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,52.3,68.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Killarney, Co. Kerry",%,48.8,227.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Killester, Co. Dublin",%,37.7,270.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Kilrush, Co. Clare",%,52.6,59.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Letterkenny, Co. Donegal",%,51.9,323.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Limerick - Castlemungret, Co. Limerick",%,52.9,306.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Limerick - Woodview, Co. Limerick",%,52.3,165.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Longford, Co. Longford",%,54.3,200.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Loughrea, Co. Galway",%,64.9,97.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,57.1,14.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Mallow (Cork Racecourse Mallow), Co. Cork",%,54.4,205.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Monaghan, Co. Monaghan",%,61.9,150.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Mulhuddart, Co. Dublin",%,40.7,462.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Mulhuddart (Carlton Hotel), Co. Dublin",%,33.1,181.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Mullingar, Co. Westmeath",%,57.5,233.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Naas, Co. Kildare",%,48.2,635.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Navan, Co. Meath",%,53.8,395.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Nenagh, Co. Tipperary",%,43.4,85.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Newcastle West, Co. Limerick",%,53.8,127.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,49.5,95.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Portlaoise, Co. Laois",%,54.9,191.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Raheny, Co. Dublin",%,47.7,306.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Roscommon, Co. Roscommon",%,51.4,189.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Shannon, Co. Clare",%,54.4,98.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Skibbereen, Co. Cork",%,37.1,138.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Sligo, Co. Sligo",%,53.2,202.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Tallaght, Co. Dublin",%,45.8,1384.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Thurles, Co. Tipperary",%,52.6,91.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Tipperary, Co. Tipperary",%,29.3,86.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Tralee, Co. Kerry",%,63.0,180.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Tuam, Co. Galway",%,66.2,156.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Tullamore, Co. Offaly",%,50.3,180.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Waterford, Co. Waterford",%,50.8,436.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Wexford, Co. Wexford",%,52.5,380.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Wicklow, Co. Wicklow",%,57.7,106.0
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category B (Car or light van),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),All driving test centres,%,72.2,299.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Athlone, Co. Westmeath",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Ballina, Co. Mayo",%,100.0,5.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Carlow Talbot Hotel, Co. Carlow",%,87.5,13.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Carrick On Shannon, Co. Leitrim",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Castlebar, Co. Mayo",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Cavan, Co. Cavan",%,80.0,6.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Clonmel, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Cork (Ballincollig), Co. Cork",%,63.0,30.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Dun Laoghaire / Deansgrange, Co. Dublin",%,66.7,6.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Dundalk, Co. Louth",%,70.0,10.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Dungarvan, Co. Waterford",%,40.0,5.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Ennis, Co. Clare",%,88.9,20.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Finglas, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Galway (Carnmore), Co. Galway",%,77.8,20.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Gorey, Co. Wexford",%,87.5,8.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Killarney, Co. Kerry",%,100.0,4.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Letterkenny, Co. Donegal",%,100.0,19.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Limerick - Castlemungret, Co. Limerick",%,83.3,12.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Longford, Co. Longford",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Monaghan, Co. Monaghan",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Mulhuddart (Carlton Hotel), Co. Dublin",%,38.9,40.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Mullingar, Co. Westmeath",%,64.3,15.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Naas, Co. Kildare",%,80.0,23.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Navan, Co. Meath",%,62.5,9.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Nenagh, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Roscommon, Co. Roscommon",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Shannon, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Skibbereen, Co. Cork",%,100.0,2.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Sligo, Co. Sligo",%,100.0,2.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Tallaght, Co. Dublin",%,70.0,16.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Thurles, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Tipperary, Co. Tipperary",%,60.0,6.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Tralee, Co. Kerry",%,66.7,5.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Tuam, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Tullamore, Co. Offaly",%,80.0,5.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Waterford, Co. Waterford",%,75.0,6.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Wexford, Co. Wexford",%,87.5,12.0
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Wicklow, Co. Wicklow",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category A (Motorcycle All),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 May,Category C (Truck),All driving test centres,%,66.5,484.0
Driving Test Pass Rate,2022 May,Category C (Truck),"Athlone, Co. Westmeath",%,52.6,19.0
