Statistic Label,Month,Driving Test Categories,Driving Test Centre,UNIT,Pass Rate,Number of Tests
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Navan, Co. Meath",%,50.0,9.0
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Nenagh, Co. Tipperary",%,100.0,3.0
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Roscommon, Co. Roscommon",%,63.6,11.0
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Shannon, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Skibbereen, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Sligo, Co. Sligo",%,66.7,4.0
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Tallaght, Co. Dublin",%,45.8,30.0
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Thurles, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Tralee, Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Tuam, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Tullamore, Co. Offaly",%,66.7,5.0
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Waterford, Co. Waterford",%,80.0,8.0
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Wexford, Co. Wexford",%,100.0,4.0
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Wicklow, Co. Wicklow",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category A (Motorcycle All),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),All driving test centres,%,71.7,437.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Athlone, Co. Westmeath",%,75.0,8.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Ballina, Co. Mayo",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Birr (County Arms Hotel), Co. Offaly",%,94.7,19.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Carlow Talbot Hotel, Co. Carlow",%,40.0,11.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Carrick On Shannon, Co. Leitrim",%,75.0,4.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Castlebar, Co. Mayo",%,100.0,16.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Cavan, Co. Cavan",%,85.7,7.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Clonmel, Co. Tipperary",%,100.0,1.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Cork (Ballincollig), Co. Cork",%,63.6,22.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Dun Laoghaire / Deansgrange, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Dundalk, Co. Louth",%,75.0,16.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Dungarvan, Co. Waterford",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Ennis, Co. Clare",%,77.8,10.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Finglas, Co. Dublin",%,54.1,66.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Galway (Carnmore), Co. Galway",%,94.4,19.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Gorey, Co. Wexford",%,72.7,12.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,75.0,13.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Killarney, Co. Kerry",%,50.0,4.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Letterkenny, Co. Donegal",%,89.5,20.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Limerick - Castlemungret, Co. Limerick",%,72.7,11.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Longford, Co. Longford",%,80.0,12.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Mallow (Cork Racecourse Mallow), Co. Cork",%,92.9,14.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Monaghan, Co. Monaghan",%,100.0,1.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Mullingar, Co. Westmeath",%,92.3,14.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Naas, Co. Kildare",%,40.0,43.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Navan, Co. Meath",%,NaN,1.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Nenagh, Co. Tipperary",%,100.0,4.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Roscommon, Co. Roscommon",%,100.0,3.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Shannon, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Skibbereen, Co. Cork",%,100.0,2.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Sligo, Co. Sligo",%,63.6,11.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Tallaght, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Thurles, Co. Tipperary",%,55.6,9.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Tralee, Co. Kerry",%,62.5,8.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Tuam, Co. Galway",%,100.0,2.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Tullamore, Co. Offaly",%,80.0,26.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Waterford, Co. Waterford",%,85.7,15.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Wexford, Co. Wexford",%,57.1,8.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Wicklow, Co. Wicklow",%,80.0,5.0
Driving Test Pass Rate,2022 March,Category C (Truck),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 March,Category C (Truck),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),All driving test centres,%,49.6,13216.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Athlone, Co. Westmeath",%,54.5,165.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Ballina, Co. Mayo",%,63.2,73.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Birr, Co. Offaly",%,63.9,95.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Birr (County Arms Hotel), Co. Offaly",%,58.1,35.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Buncrana, Co. Donegal",%,58.6,121.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Carlow Talbot Hotel, Co. Carlow",%,32.4,336.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Carrick On Shannon, Co. Leitrim",%,65.9,54.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Castlebar, Co. Mayo",%,50.7,218.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Cavan, Co. Cavan",%,50.0,180.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Charlestown (Dublin), Co. Dublin",%,41.5,146.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Clifden, Co. Galway",%,64.5,31.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Clonmel, Co. Tipperary",%,60.5,178.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Cork (Ballincollig), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,52.9,257.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Cork (Wilton), Co. Cork",%,48.8,673.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Donegal, Co. Donegal",%,62.6,173.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Drogheda, Co. Louth",%,48.9,356.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Dun Laoghaire / Deansgrange, Co. Dublin",%,59.0,508.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Dundalk, Co. Louth",%,50.6,301.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Dungarvan, Co. Waterford",%,60.2,115.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Ennis, Co. Clare",%,47.5,174.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Finglas, Co. Dublin",%,36.8,682.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Galway (Carnmore), Co. Galway",%,50.4,154.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Galway (Westside), Co. Galway",%,57.3,345.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Gorey, Co. Wexford",%,41.5,193.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Kilkenny (Govt Buildings), Co. Kilkenny",%,50.9,133.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,54.3,78.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Killarney, Co. Kerry",%,49.6,140.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Killester, Co. Dublin",%,44.7,251.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Kilrush, Co. Clare",%,58.3,26.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Letterkenny, Co. Donegal",%,51.8,233.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Limerick - Castlemungret, Co. Limerick",%,51.1,305.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Limerick - Woodview, Co. Limerick",%,52.8,191.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Longford, Co. Longford",%,48.5,111.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Loughrea, Co. Galway",%,65.9,94.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,73.5,53.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Mallow (Cork Racecourse Mallow), Co. Cork",%,48.8,331.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Monaghan, Co. Monaghan",%,62.5,108.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Mulhuddart, Co. Dublin",%,43.7,416.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Mulhuddart (Carlton Hotel), Co. Dublin",%,30.4,160.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Mullingar, Co. Westmeath",%,50.8,140.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Naas, Co. Kildare",%,49.6,574.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Navan, Co. Meath",%,53.3,307.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Nenagh, Co. Tipperary",%,37.9,100.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Newcastle West, Co. Limerick",%,58.2,72.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,60.7,65.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Portlaoise, Co. Laois",%,43.5,194.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Raheny, Co. Dublin",%,41.7,278.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Roscommon, Co. Roscommon",%,50.0,106.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Shannon, Co. Clare",%,48.0,78.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Skibbereen, Co. Cork",%,49.4,198.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Sligo, Co. Sligo",%,51.7,193.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Tallaght, Co. Dublin",%,47.1,1230.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Thurles, Co. Tipperary",%,50.9,65.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Tipperary, Co. Tipperary",%,44.3,95.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Tralee, Co. Kerry",%,51.7,190.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Tuam, Co. Galway",%,65.7,121.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Tullamore, Co. Offaly",%,52.3,248.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Waterford, Co. Waterford",%,44.6,343.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Wexford, Co. Wexford",%,47.9,299.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Wicklow, Co. Wicklow",%,56.1,127.0
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category B (Car or light van),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),All driving test centres,%,66.2,262.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Athlone, Co. Westmeath",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Ballina, Co. Mayo",%,66.7,3.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Carlow Talbot Hotel, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Carrick On Shannon, Co. Leitrim",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Castlebar, Co. Mayo",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Cavan, Co. Cavan",%,87.5,8.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Clonmel, Co. Tipperary",%,77.8,9.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Cork (Ballincollig), Co. Cork",%,54.6,16.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Dun Laoghaire / Deansgrange, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Dundalk, Co. Louth",%,93.8,17.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Dungarvan, Co. Waterford",%,50.0,3.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Ennis, Co. Clare",%,75.0,14.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Finglas, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Galway (Carnmore), Co. Galway",%,66.7,3.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Gorey, Co. Wexford",%,100.0,4.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,75.0,5.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Killarney, Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Letterkenny, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Limerick - Castlemungret, Co. Limerick",%,58.3,14.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Longford, Co. Longford",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Monaghan, Co. Monaghan",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Mulhuddart (Carlton Hotel), Co. Dublin",%,48.3,37.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Mullingar, Co. Westmeath",%,NaN,3.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Naas, Co. Kildare",%,71.4,23.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Navan, Co. Meath",%,85.7,7.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Nenagh, Co. Tipperary",%,100.0,4.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Portlaoise, Co. Laois",%,50.0,6.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Roscommon, Co. Roscommon",%,50.0,11.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Shannon, Co. Clare",%,66.7,3.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Skibbereen, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Sligo, Co. Sligo",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Tallaght, Co. Dublin",%,62.5,31.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Thurles, Co. Tipperary",%,85.7,8.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Tralee, Co. Kerry",%,64.3,18.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Tuam, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Tullamore, Co. Offaly",%,66.7,3.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Waterford, Co. Waterford",%,22.2,12.0
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Wexford, Co. Wexford",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Wicklow, Co. Wicklow",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category A (Motorcycle All),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),All driving test centres,%,69.1,434.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Athlone, Co. Westmeath",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Ballina, Co. Mayo",%,100.0,2.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Birr (County Arms Hotel), Co. Offaly",%,66.7,3.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Carlow Talbot Hotel, Co. Carlow",%,75.0,4.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Carrick On Shannon, Co. Leitrim",%,33.3,3.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Castlebar, Co. Mayo",%,100.0,7.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Cavan, Co. Cavan",%,80.0,22.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Clonmel, Co. Tipperary",%,100.0,1.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Cork (Ballincollig), Co. Cork",%,75.0,37.0
Driving Test Pass Rate,2022 April,Category C (Truck),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2022 April,Category C (Truck),"Cork (Wilton), Co. Cork",%,NaN,NaN
